-0.169061,0.071064,0.402355,0.357306,-0.072864,0.663369,-0.362333,0.522573,0.570128,0.483447,0.622485,-0.153910,0.461318,0.551375,0.417460,0.704982,1.000000,-0.030926,-0.418681,0.289064,-0.087313,0.380808,-0.257855,0.019721,-0.011822,-0.059479,0.338335
0.101812,0.151190,-0.115448,-0.184416,-0.159613,-0.107441,-0.081720,-0.074660,-0.141825,0.216545,-0.142024,0.030568,-0.152756,-0.186659,-0.043590,0.050489,-0.030926,1.000000,-0.025074,0.027585,-0.132449,-0.292170,0.086181,0.006181,-0.465653,-0.102271,-0.331244
0.461228,0.050604,-0.343435,-0.155187,0.087802,-0.400209,0.321111,-0.520953,-0.343245,-0.413411,-0.418766,0.119470,-0.276990,-0.491657,-0.464131,-0.469380,-0.418681,-0.025074,1.000000,-0.404584,0.156612,-0.480180,-0.068789,-0.081429,0.038245,0.097362,-0.316093
-0.122188,-0.157276,0.313291,0.204016,-0.115230,0.424909,-0.240782,0.668128,0.375805,0.454531,0.263337,-0.159274,0.407542,0.478847,0.576234,0.502380,0.289064,0.027585,-0.404584,1.000000,-0.117850,0.417413,-0.069091,0.188988,-0.111538,-0.334887,0.167056
-0.027794,0.010513,0.031686,0.258800,0.550638,-0.160205,-0.119502,-0.183965,-0.191689,-0.256650,-0.075420,0.672003,0.093130,0.103844,-0.224965,-0.186868,-0.087313,-0.132449,0.156612,-0.117850,1.000000,0.036508,0.418674,-0.039038,0.369685,-0.075168,-0.041673
-0.272339,-0.192317,0.587794,0.537539,-0.031671,0.307085,-0.203747,0.497681,0.323840,0.275069,0.405058,-0.079276,0.463082,0.629555,0.459273,0.308830,0.380808,-0.292170,-0.480180,0.417413,0.036508,1.000000,-0.074955,0.005415,0.314265,-0.000789,0.454103
-0.156202,0.072233,-0.119887,0.054426,0.525295,-0.111988,-0.310046,-0.110857,-0.294537,-0.079779,-0.202145,0.398259,-0.063836,-0.120642,-0.190901,-0.143264,-0.257855,0.086181,-0.068789,-0.069091,0.418674,-0.074955,1.000000,0.238695,0.266636,-0.274731,-0.158450
-0.043843,0.276641,0.150973,-0.198439,0.179031,-0.086868,-0.121260,0.049999,0.090732,0.068908,-0.112701,0.071065,0.048971,0.037809,0.158620,0.026958,0.019721,0.006181,-0.081429,0.188988,-0.039038,0.005415,0.238695,1.000000,0.040515,-0.087457,0.037524
-0.155845,-0.095563,0.150784,0.296442,0.367509,0.135840,-0.026151,-0.060414,-0.071203,-0.091886,0.013746,0.433686,0.141088,0.238081,-0.097248,-0.016289,-0.011822,-0.465653,0.038245,-0.111538,0.369685,0.314265,0.266636,0.040515,1.000000,0.222407,0.357837
0.186563,-0.103844,0.023353,-0.004853,0.023911,-0.122991,0.365087,-0.141745,-0.092908,-0.045429,-0.071665,-0.010428,-0.123761,-0.041616,-0.105968,-0.110851,-0.059479,-0.102271,0.097362,-0.334887,-0.075168,-0.000789,-0.274731,-0.087457,0.222407,1.000000,0.143198
-0.095186,-0.035004,0.500159,0.434560,-0.089134,0.165417,-0.024640,0.318226,0.249989,0.175297,0.346352,-0.085627,0.278690,0.529874,0.308333,0.158093,0.338335,-0.331244,-0.316093,0.167056,-0.041673,0.454103,-0.158450,0.037524,0.357837,0.143198,1.000000
